,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,Date,Latitude,Longitude,geometry,index_right
157694,-122.31775170617126,47.65945594557439,158695,191160,191240,3736780,Matched,Intersection,27079.0,ROOSEVELT WAY NE AND NE 43RD S ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-04-20T00:00:00.000Z,4/20/2015 3:17:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,8995,0,N,2015-04-20 15:17:00,47.65945594557439,-122.31775170617126,POINT (-122.3177517061713 47.65945594557439),0
157714,-122.40951444147792,47.56752239742728,158715,195407,195507,3588278,Matched,Intersection,31812.0,BEACH DR SW AND SW CARROLL ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-13T00:00:00.000Z,6/13/2015 9:15:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,4011,0,N,2015-06-13 09:15:00,47.56752239742728,-122.40951444147792,POINT (-122.4095144414779 47.56752239742728),0
157719,-122.34626869598708,47.62446290503459,158720,195166,195266,E431072,Matched,Intersection,28913.0,MERCER ST AND TAYLOR AVE N, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-06-05T00:00:00.000Z,6/5/2015 10:05:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,43201,0,N,2015-06-05 22:05:00,47.62446290503459,-122.34626869598708,POINT (-122.3462686959871 47.62446290503459),0
157780,-122.32078948868036,47.61465412128639,158781,193738,193818,3626634,Matched,Block,,BROADWAY BETWEEN E PIKE ST AND E PINE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-26T00:00:00.000Z,5/26/2015 6:50:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,6855,0,N,2015-05-26 18:50:00,47.61465412128639,-122.32078948868036,POINT (-122.3207894886804 47.61465412128639),0
157806,-122.29747681350382,47.590260449582935,158807,196015,196115,3707170,Matched,Intersection,30715.0,M L KING JR WAY S AND MOUNTAINS TO SOUND TRL, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-20T00:00:00.000Z,6/20/2015 8:18:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,630872,N,2015-06-20 20:18:00,47.590260449582935,-122.29747681350382,POINT (-122.2974768135038 47.59026044958294),0
157867,-122.29627141581489,47.71752334526128,158868,196869,196989,E427778,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 123RD ST AND 30TH N AVE NE, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-05-19T00:00:00.000Z,5/19/2015 8:51:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,36647,N,2015-05-19 08:51:00,47.71752334526128,-122.29627141581489,POINT (-122.2962714158149 47.71752334526128),0
157878,-122.3331038705899,47.60797945820302,158879,195077,195177,3739661,Matched,Intersection,29929.0,5TH AVE AND SENECA ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-06-06T00:00:00.000Z,6/6/2015 1:58:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,523231,N,2015-06-06 13:58:00,47.60797945820302,-122.3331038705899,POINT (-122.3331038705899 47.60797945820302),0
157959,-122.37489946277462,47.668666144477655,158960,197611,197731,E434964,Matched,Block,,NW MARKET ST BETWEEN 14TH AVE NW AND 15TH AVE NW, ,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2015-06-12T00:00:00.000Z,6/12/2015 12:20:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-06-12 12:20:00,47.668666144477655,-122.37489946277462,POINT (-122.3748994627746 47.66866614447765),0
157969,-122.32637379821077,47.595837273375686,158970,195043,195143,3590618,Matched,Intersection,30542.0,6TH AVE S AND S DEARBORN ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-05T00:00:00.000Z,6/5/2015 8:31:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,5806,0,N,2015-06-05 08:31:00,47.595837273375686,-122.32637379821077,POINT (-122.3263737982108 47.59583727337569),0
158046,-122.29917291670355,47.72835362854284,156047,191224,191304,3736977,Matched,Intersection,36021.0,27TH AVE NE AND NE 137TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-04-24T00:00:00.000Z,4/24/2015 5:41:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,0,N,2015-04-24 17:41:00,47.72835362854284,-122.29917291670355,POINT (-122.2991729167036 47.72835362854284),0
158109,-122.27371077727356,47.54515463170036,156110,191058,191138,3730165,Matched,Block,,47TH AVE S BETWEEN S GRAHAM ST AND S MORGAN ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-04-19T00:00:00.000Z,4/19/2015 2:38:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-04-19 14:38:00,47.54515463170036,-122.27371077727356,POINT (-122.2737107772736 47.54515463170036),0
158223,-122.3218908493014,47.65588798334985,156224,189449,189529,3736778,Matched,Intersection,27124.0,PASADENA PL NE AND NE 40 UPPER ST, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2015-04-09T00:00:00.000Z,4/9/2015 1:43:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-04-09 13:43:00,47.65588798334985,-122.3218908493014,POINT (-122.3218908493014 47.65588798334985),0
158256,-122.33759198158764,47.61120737279311,156257,189081,189161,3590992,Matched,Intersection,29579.0,4TH AVE AND PINE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-04-06T00:00:00.000Z,4/6/2015 9:05:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,12764,0,N,2015-04-06 09:05:00,47.61120737279311,-122.33759198158764,POINT (-122.3375919815876 47.61120737279311),0
158290,-122.33844952198928,47.6087886549677,156291,191258,191338,3739580,Matched,Block,,2ND AVE BETWEEN UNION ST AND PIKE ST, ,,2,Injury Collision,Cycles,4,0,2,1,2,0,0,2015-04-21T00:00:00.000Z,4/21/2015 8:53:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,42160,0,N,2015-04-21 08:53:00,47.6087886549677,-122.33844952198928,POINT (-122.3384495219893 47.6087886549677),0
158422,-122.32748855205192,47.68165808077612,156423,189177,189257,E406929,Matched,Intersection,24573.0,LATONA AVE NE AND EAST GREEN LAKE DR N, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-02-04T00:00:00.000Z,2/4/2015 5:38:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,7301,0,N,2015-02-04 17:38:00,47.68165808077612,-122.32748855205192,POINT (-122.3274885520519 47.68165808077612),0
158541,-122.40866396414587,47.5797770577718,156542,191659,191739,3385966,Matched,Block,,ALKI AVE SW BETWEEN 59TH AVE SW AND 60TH AVE SW, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-03T00:00:00.000Z,5/3/2015 5:25:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,3637,0,N,2015-05-03 17:25:00,47.5797770577718,-122.40866396414587,POINT (-122.4086639641459 47.5797770577718),0
158574,-122.34228296417204,47.63342020133894,156575,191037,191117,3705260,Matched,Intersection,28028.0,DEXTER AVE N AND GARFIELD N ST, ,,2,Injury Collision,Left Turn,2,0,1,1,1,0,0,2015-04-23T00:00:00.000Z,4/23/2015 5:17:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,,,28,From opposite direction - one left turn - one straight,12978,0,N,2015-04-23 17:17:00,47.63342020133894,-122.34228296417204,POINT (-122.342282964172 47.63342020133894),0
158576,-122.37982169135188,47.58829361511113,156577,187434,187514,3588327,Matched,Block,,HARBOR AVE SW BETWEEN CALIFORNIA WAY SW AND FAIRMOUNT AVE SW, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2015-03-12T00:00:00.000Z,3/12/2015 2:59:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,4109,0,N,2015-03-12 14:59:00,47.58829361511113,-122.37982169135188,POINT (-122.3798216913519 47.58829361511113),0
158594,-122.3555631103166,47.7304974634021,156595,188730,188810,3575519,Matched,Intersection,35788.0,GREENWOOD AVE N AND N 140TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-03-24T00:00:00.000Z,3/24/2015 12:04:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,35788,N,2015-03-24 12:04:00,47.7304974634021,-122.3555631103166,POINT (-122.3555631103166 47.7304974634021),0
158604,-122.3630317446378,47.548385255568505,156605,187433,187513,3587754,Matched,Block,,DELRIDGE WAY SW BETWEEN SW JUNEAU ST AND 24TH AVE SW, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-03-13T00:00:00.000Z,3/13/2015 3:47:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,23126,0,N,2015-03-13 15:47:00,47.548385255568505,-122.3630317446378,POINT (-122.3630317446378 47.5483852555685),0
158648,-122.37889419934376,47.66238965487191,156649,189918,189998,3736353,Matched,Intersection,25183.0,17TH AVE NW AND SHILSHOLE AVE NW, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-03-27T00:00:00.000Z,3/27/2015 6:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,17207,0,N,2015-03-27 18:20:00,47.66238965487191,-122.37889419934376,POINT (-122.3788941993438 47.66238965487191),0
158650,-122.3283108768688,47.61508065458057,156651,191498,191578,E412383,Matched,Block,,PINE ST BETWEEN MINOR AVE AND MELROSE AVE, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-03-31T00:00:00.000Z,3/31/2015 3:19:00 PM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,10330,0,N,2015-03-31 15:19:00,47.61508065458057,-122.3283108768688,POINT (-122.3283108768688 47.61508065458057),0
158845,-122.3276669944082,47.59919492412836,156846,191537,191617,3739577,Matched,Intersection,30510.0,5TH AVE S AND S JACKSON ST, ,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2015-04-18T00:00:00.000Z,4/18/2015 10:45:00 AM,At Intersection (intersection related),29.0,MOTOR VEHICLE OVERTURNED IN ROAD,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,24409,0,N,2015-04-18 10:45:00,47.59919492412836,-122.3276669944082,POINT (-122.3276669944082 47.59919492412836),0
158864,-122.33778754563215,47.6030605827292,156865,187444,187524,3739603,Matched,Intersection,30379.0,ALASKAN WAY AND MARION ST, ,,2b,Serious Injury Collision,Angles,2,0,1,1,1,1,0,2015-03-13T00:00:00.000Z,3/13/2015 5:15:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,38505,0,N,2015-03-13 17:15:00,47.6030605827292,-122.33778754563215,POINT (-122.3377875456322 47.6030605827292),0
158997,-122.33779291611958,47.609749733180806,156998,191282,191362,3739533,Matched,Intersection,29587.0,3RD AVE AND PIKE ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-04-22T00:00:00.000Z,4/22/2015 9:34:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,,45,Vehicle - Pedalcyclist,0,521574,N,2015-04-22 21:34:00,47.609749733180806,-122.33779291611958,POINT (-122.3377929161196 47.60974973318081),0
159011,-122.3350870019462,47.62577678511252,159012,199357,199497,3549735,Matched,Block,,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-29T00:00:00.000Z,6/29/2015 12:45:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,25336,0,N,2015-06-29 12:45:00,47.62577678511252,-122.3350870019462,POINT (-122.3350870019462 47.62577678511252),0
159019,-122.36296314926804,47.553721761100014,159020,196859,196979,3571214,Matched,Intersection,32953.0,DELRIDGE WAY SW AND SW BRANDON ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-07-02T00:00:00.000Z,7/2/2015 5:33:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,45,Vehicle - Pedalcyclist,525241,0,N,2015-07-02 17:33:00,47.553721761100014,-122.36296314926804,POINT (-122.362963149268 47.55372176110001),0
159068,-122.3445125675334,47.68875091992804,159069,199669,199809,E438594,Matched,Block,,AURORA AVE N BETWEEN N 82ND ST AND GREEN LAKE DR N, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-29T00:00:00.000Z,6/29/2015 8:55:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,16459,0,N,2015-06-29 20:55:00,47.68875091992804,-122.3445125675334,POINT (-122.3445125675334 47.68875091992804),0
159075,-122.32676681231231,47.61773993313109,159076,199143,199283,3549267,Matched,Intersection,29176.0,BELLEVUE AVE AND E HOWELL ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-02T00:00:00.000Z,8/2/2015 2:09:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,29176,N,2015-08-02 02:09:00,47.61773993313109,-122.32676681231231,POINT (-122.3267668123123 47.61773993313109),0
159090,-122.36465469343436,47.69064791817923,159091,199333,199473,3739088,Matched,Block,,NW 85TH ST BETWEEN 6TH AVE NW AND 8TH AVE NW, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-02T00:00:00.000Z,8/2/2015 11:40:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,21463,0,N,2015-08-02 23:40:00,47.69064791817923,-122.36465469343436,POINT (-122.3646546934344 47.69064791817923),0
159094,-122.31736339573136,47.672268987667096,159095,193797,193877,3706666,Matched,Intersection,25756.0,ROOSEVELT WAY NE AND NE RAVENNA WB BV, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-26T00:00:00.000Z,5/26/2015 8:13:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,28826,0,N,2015-05-26 20:13:00,47.672268987667096,-122.31736339573136,POINT (-122.3173633957314 47.6722689876671),0
159105,-122.31499209570028,47.59665558449197,159106,198023,198143,3707551,Matched,Block,,S LANE ST BETWEEN 13TH AVE S AND CORWIN PL S, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-07-18T00:00:00.000Z,7/18/2015 8:29:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-07-18 20:29:00,47.59665558449197,-122.31499209570028,POINT (-122.3149920957003 47.59665558449197),0
159112,-122.28275189029942,47.65841637752284,159113,196402,196499,3576799,Matched,Intersection,27419.0,42ND AVE NE AND NE 41ST ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-30T00:00:00.000Z,6/30/2015 9:00:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,32189,0,N,2015-06-30 09:00:00,47.65841637752284,-122.28275189029942,POINT (-122.2827518902994 47.65841637752284),0
159118,-122.3805564724101,47.66299764629992,159119,198186,198326,3736650,Matched,Block,,SHILSHOLE AVE NW BETWEEN 17TH AVE NW AND NW DOCK PL, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-07-11T00:00:00.000Z,7/11/2015 5:23:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,17205,0,N,2015-07-11 17:23:00,47.66299764629992,-122.3805564724101,POINT (-122.3805564724101 47.66299764629992),0
159132,-122.344765874934,47.64884179332455,159133,199904,200044,E441754,Matched,Intersection,27041.0,ALBION PL N AND N 34TH ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-07-08T00:00:00.000Z,7/8/2015 7:07:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,8829,0,N,2015-07-08 19:07:00,47.64884179332455,-122.344765874934,POINT (-122.344765874934 47.64884179332455),0
159155,-122.39003525256877,47.55668933978262,159156,196227,196327,3588162,Matched,Intersection,32863.0,ERSKINE WAY SW AND SW DAWSON N ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-24T00:00:00.000Z,6/24/2015 7:32:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,32358,0,N,2015-06-24 19:32:00,47.55668933978262,-122.39003525256877,POINT (-122.3900352525688 47.55668933978262),0
159162,-122.29608148484937,47.53895778345248,159163,199942,200082,E442595,Matched,Intersection,167623.0,BEACON ER AVE S AND S MYRTLE ST, ,,2,Injury Collision,Cycles,0,0,2,1,1,0,0,2015-07-12T00:00:00.000Z,7/12/2015 3:38:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,12757,0,N,2015-07-12 15:38:00,47.53895778345248,-122.29608148484937,POINT (-122.2960814848494 47.53895778345248),0
159205,-122.32736100947704,47.60840867623645,159206,196846,196966,3559925,Matched,Intersection,29925.0,9TH AVE AND MADISON ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-07-02T00:00:00.000Z,7/2/2015 9:57:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,11697,0,N,2015-07-02 09:57:00,47.60840867623645,-122.32736100947704,POINT (-122.327361009477 47.60840867623645),0
159219,-122.34238173081964,47.62088839460439,159220,198599,198739,3573348,Matched,Intersection,28788.0,DEXTER AVE N AND THOMAS ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-07-24T00:00:00.000Z,7/24/2015 6:48:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,42777,0,N,2015-07-24 18:48:00,47.62088839460439,-122.34238173081964,POINT (-122.3423817308196 47.62088839460439),0
159234,-122.40736223155238,47.57198405292888,159235,199986,200126,3731651,Matched,Block,,58TH AVE SW BETWEEN SW SPOKANE W ST AND HILLCREST AVE SW, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-13T00:00:00.000Z,8/13/2015 2:12:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,33026,0,N,2015-08-13 14:12:00,47.57198405292888,-122.40736223155238,POINT (-122.4073622315524 47.57198405292888),0
159285,-122.32074874078867,47.605226817349454,159286,192581,192681,3707153,Matched,Intersection,29818.0,BROADWAY AND TERRACE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-05T00:00:00.000Z,5/5/2015 7:00:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Dusk,,,,45,Vehicle - Pedalcyclist,11841,0,N,2015-05-05 19:00:00,47.605226817349454,-122.32074874078867,POINT (-122.3207487407887 47.60522681734945),0
159288,-122.3200712950806,47.63840322495143,159289,199728,199868,E439686,Matched,Intersection,28242.0,10TH AVE E AND E BOSTON ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-06-24T00:00:00.000Z,6/24/2015 8:48:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,6106,0,N,2015-06-24 20:48:00,47.63840322495143,-122.3200712950806,POINT (-122.3200712950806 47.63840322495143),0
159293,-122.38679448166212,47.595148445074926,159294,195477,195558,E432698,Matched,Block,,ALKI AVE SW BETWEEN HARBOR AVE SW AND SW RHODE ISLAND ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-06-11T00:00:00.000Z,6/11/2015 5:58:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,3581,0,N,2015-06-11 05:58:00,47.595148445074926,-122.38679448166212,POINT (-122.3867944816621 47.59514844507493),0
159298,-122.40361794709789,47.64681661188525,159299,193564,193644,3739292,Matched,Intersection,27440.0,36TH AVE W AND W BARRETT ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-15T00:00:00.000Z,5/15/2015 5:45:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-05-15 05:45:00,47.64681661188525,-122.40361794709789,POINT (-122.4036179470979 47.64681661188525),0
159358,-122.33509393238036,47.70816912781656,159359,195488,195569,E433004,Matched,Block,,N NORTHGATE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-09T00:00:00.000Z,6/9/2015 1:20:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,18957,0,N,2015-06-09 13:20:00,47.70816912781656,-122.33509393238036,POINT (-122.3350939323804 47.70816912781656),0
